match_season,inning,top_bottom,balls_before,strikes_before,pitcher_hand,batter_hand,speed_gap_fast_break,spin_gap_fast_break,ivb_gap_fast_break,hbreak_gap_fast_break
2019,1,B,0,0,1,1,14.378892058807438,-59.360358600904874,43.86898956550254,-30.472427053889444
2019,1,B,0,0,1,2,18.153607977740833,-33.23714242431288,49.830006387893924,-33.036793258178626
2019,1,B,0,0,2,1,19.646244883443487,-57.2724433405192,46.15937007905883,40.83895152945851
2019,1,B,0,0,2,2,16.389902339696704,-25.8583463282539,41.06665015395555,35.15018791673389
2019,1,B,0,1,1,1,16.010180845892066,-62.990578512396496,47.55226451482742,-34.776858372630045
2019,1,B,0,1,1,2,18.157323017408117,-84.2987185410334,51.528470611218566,-33.62368510894584
2019,1,B,0,1,2,1,19.160347197376254,-51.49852099109876,49.874612021715365,40.26895707939774
2019,1,B,0,1,2,2,16.932183837238583,-44.17631349929161,42.437996670319976,39.65707255053918
2019,1,B,0,2,1,1,11.893009090909104,-41.36634032633992,44.636548218181815,-29.96424515909091
2019,1,B,0,2,1,2,14.151330769230782,-164.66253333333316,49.24954221025641,-30.77348815948718
2019,1,B,0,2,2,1,15.451932098765411,-111.17885640025997,48.242579401956064,38.656288993088026
2019,1,B,0,2,2,2,14.508960648148161,-24.742916269840862,42.81753904166666,34.06570534027777
2019,1,B,1,0,1,1,11.192816659510498,-30.978422785172825,37.224247521110634,-27.957684411678834
2019,1,B,1,0,1,2,13.897224532559633,27.108805609284445,36.211190860090255,-28.438220129654255
2019,1,B,1,0,2,1,16.49798416795275,-32.879620030866135,36.01460184798574,34.41327207208238
2019,1,B,1,0,2,2,14.696139194139192,-4.060861875350838,37.24526350620957,32.967453126997114
2019,1,B,1,1,1,1,12.037673121993322,-111.64194214875988,40.2930118771062,-26.313379229678056
2019,1,B,1,1,1,2,15.935434597523226,-138.45756191950477,46.412293435758514,-31.443179589783284
2019,1,B,1,1,2,1,18.40312304158806,-17.26130051620885,44.44719041497826,39.344837476835366
2019,1,B,1,1,2,2,14.992582012910802,-32.78043377284985,42.506722241710676,37.523914297131746
2019,1,B,1,2,1,1,10.74883774519138,-130.86327556655897,41.95355833745953,-27.218131475528473
2019,1,B,1,2,1,2,15.828089217759015,-169.9655038759688,49.45065657632136,-36.58269481860465
2019,1,B,1,2,2,1,15.916211678832127,-108.50246571554908,50.59969534671533,37.956092958394166
2019,1,B,1,2,2,2,16.510713940648714,-45.694160662525974,46.68936837006424,36.92757884347479
2019,1,B,2,0,1,1,13.237692307692313,-44.45754147812977,39.963442639517346,-24.15040954147813
2019,1,B,2,0,1,2,11.215511794871787,-60.96723076923081,36.85447587692308,-26.665490061538463
2019,1,B,2,0,2,1,14.935797840281268,24.76311760063163,34.373082081868404,30.885843802360622
2019,1,B,2,0,2,2,13.95186553030301,44.41857954545458,33.30015256628788,36.84026809375
2019,1,B,2,1,1,1,10.315596562184012,-79.69056622851394,37.958781343781595,-27.63740481263903
2019,1,B,2,1,1,2,11.36330000000001,-140.46875,40.084941125,-30.8300964
2019,1,B,2,1,2,1,16.228204444444458,-90.69152471655298,37.26735382222222,38.026749572844444
2019,1,B,2,1,2,2,12.469816245816872,-11.003929865125428,32.71175462077882,32.62401127365379
2019,1,B,2,2,1,1,12.717953409090882,-61.54811363636372,40.419864045454545,-30.687866682954546
2019,1,B,2,2,1,2,16.949371005005773,-128.48903694968521,51.73602532537544,-35.551285548729304
2019,1,B,2,2,2,1,16.259188028710597,-67.07492032646724,47.70160041997778,38.80258651149278
2019,1,B,2,2,2,2,14.337634515699023,-87.34895428833534,41.82668644306872,35.8422690617928
2019,1,B,3,0,1,1,,,,
2019,1,B,3,0,1,2,,,,
2019,1,B,3,0,2,1,,,,
2019,1,B,3,0,2,2,,,,
2019,1,B,3,1,1,1,,,,
2019,1,B,3,1,1,2,,,,
2019,1,B,3,1,2,1,,,,
2019,1,B,3,1,2,2,11.593136524822683,5.382854609928927,35.504903058510635,30.236614608244683
2019,1,B,3,2,1,1,12.71460724043716,-107.82749821810421,47.40513426161202,-27.225997879781417
2019,1,B,3,2,1,2,14.066582995951421,-76.59182631579006,41.715936882591095,-30.178221091093118
2019,1,B,3,2,2,1,14.348704545454524,-69.14503679717382,32.15667095512083,31.2259013495397
2019,1,B,3,2,2,2,15.306844547996292,-15.661107227208504,37.05284303634669,33.63295311230196
2019,1,T,0,0,1,1,13.419989533568014,-52.74179748313463,41.32724062547146,-31.53582776819839
2019,1,T,0,0,1,2,15.298165847665842,-103.82488943488943,42.86543048402948,-34.810510955036854
2019,1,T,0,0,2,1,17.286708867902107,-58.645573770491865,43.43172598213946,39.276158696982655
2019,1,T,0,0,2,2,16.610454434380813,-16.738904428904334,39.745121310603444,36.33130168368468
2019,1,T,0,1,1,1,16.288944490131584,-100.28550042229745,47.27528104720395,-31.98119560779194
2019,1,T,0,1,1,2,16.852061511183862,-70.16426895799214,48.99355326104747,-35.048059825422804
2019,1,T,0,1,2,1,18.10017988370656,-72.42125325479174,48.330522797150394,39.67000520013197
2019,1,T,0,1,2,2,16.846059155956624,-80.53508238993709,45.01718951335339,40.42048877868927
2019,1,T,0,2,1,1,15.16070760869566,-152.07707608695682,48.86253794565218,-34.778294107608694
2019,1,T,0,2,1,2,17.526158653846153,-215.626699751861,58.71686536538461,-39.58017946634615
2019,1,T,0,2,2,1,16.042209541062803,-127.71353260869591,51.55103636292271,38.57889898248793
2019,1,T,0,2,2,2,16.01492289318962,-51.277036942675295,45.87958694935081,38.461767054005385
2019,1,T,1,0,1,1,11.590310156534414,-34.99875239188668,38.80999143720422,-31.396721803094287
2019,1,T,1,0,1,2,15.149881609195418,-23.586197318007635,38.55093881609196,-32.6772515335249
2019,1,T,1,0,2,1,15.763017623684306,-12.955240435240285,40.19865450850851,34.93513027448661
2019,1,T,1,0,2,2,14.843616297544528,-7.964980880720304,34.35925234833894,34.07947537698604
2019,1,T,1,1,1,1,13.577733429187631,-94.19918044572296,45.810725891732574,-32.738058160805174
2019,1,T,1,1,1,2,18.924673689212753,-126.45894295842754,50.040166056740055,-36.57891163733565
2019,1,T,1,1,2,1,18.66836928784913,-44.028290421600104,45.30562494185303,38.82109661043182
2019,1,T,1,1,2,2,16.51521481481484,-38.957924038687906,39.47059660246914,37.66344016049382
2019,1,T,1,2,1,1,14.404170169491522,-108.29924285714333,47.1353608079096,-26.788066159322035
2019,1,T,1,2,1,2,16.129099033816445,-54.44506280193218,45.06443955314009,-33.82223787487923
2019,1,T,1,2,2,1,15.967494056847514,-119.02493783095906,45.26014659195521,39.21990111714682
2019,1,T,1,2,2,2,15.13669448244417,-91.8993080871569,42.60138948890408,38.97090445814973
2019,1,T,2,0,1,1,,,,
2019,1,T,2,0,1,2,12.79246212121214,1.4874242424243675,26.0478053030303,-30.8552033030303
2019,1,T,2,0,2,1,12.384271983640076,-147.6066073619627,33.2818631545428,33.67025326497226
2019,1,T,2,0,2,2,13.030822314049573,-48.83590650826409,28.89993745506198,29.134656734690083
2019,1,T,2,1,1,1,11.071645454545433,-42.486181818182104,34.41984312121211,-29.527345473636363
2019,1,T,2,1,1,2,18.10393961952026,76.22365591397875,37.57820904052937,-29.460174444995864
2019,1,T,2,1,2,1,13.426111319340322,-49.97785685645522,33.84510757308846,32.93518741731634
2019,1,T,2,1,2,2,14.96478578629032,-25.839276209677337,34.83974481078629,35.697819460584675
2019,1,T,2,2,1,1,12.923044303797482,-120.35986990154697,41.67171963006329,-30.707515348101268
2019,1,T,2,2,1,2,15.52687784308715,-118.58503350308229,49.95189404804498,-34.26249916381293
2019,1,T,2,2,2,1,17.028468515037602,-63.84702425876003,47.66128206212406,39.95786544492481
2019,1,T,2,2,2,2,15.68882919768403,-75.95439205955336,40.14010770802316,39.65324561000827
2019,1,T,3,0,1,1,,,,
2019,1,T,3,0,1,2,,,,
2019,1,T,3,0,2,1,,,,
2019,1,T,3,0,2,2,,,,
2019,1,T,3,1,1,1,11.701585714285727,7.408285714285739,32.685294757142856,-25.473048062857146
2019,1,T,3,1,1,2,,,,
2019,1,T,3,1,2,1,14.618444094488197,-30.744514435695237,32.23247940157481,31.306005259842518
2019,1,T,3,1,2,2,12.18261617458279,-109.48137355584095,33.36573304878049,35.50851702567394
2019,1,T,3,2,1,1,14.332508398656216,11.982102628285247,41.76578477379619,-33.97288193729003
2019,1,T,3,2,1,2,11.254686111111113,-48.79694444444431,42.60466793611111,-28.900694665555555
2019,1,T,3,2,2,1,13.528384361233492,-88.76015023155969,33.167092703744494,37.16653893301705
2019,1,T,3,2,2,2,13.611934200782827,-85.37422617158609,31.3325273532212,35.82531001205967
2019,2,B,0,0,1,1,14.94017802758512,-84.85922377734869,45.740198636474524,-30.138681075141513
2019,2,B,0,0,1,2,16.379214123219228,-40.62174650323368,43.824714027970465,-32.5075815594652
2019,2,B,0,0,2,1,17.905616680743236,-45.905246199324665,46.21052898146115,37.52282203784206
2019,2,B,0,0,2,2,16.597959029441213,-19.450507951737563,41.4896800536125,36.633646848998566
2019,2,B,0,1,1,1,14.090006740815653,-84.4396511627906,45.131798715874616,-35.41906767339262
2019,2,B,0,1,1,2,20.27694087673285,-145.571553016111,57.36457609113901,-36.616471684338705
2019,2,B,0,1,2,1,19.069394065072018,-71.24319223985867,51.11840702983539,40.581277383963474
2019,2,B,0,1,2,2,16.56593105045222,-71.83185397067564,46.17037594107211,39.49582192275624
2019,2,B,0,2,1,1,14.296681060606076,-100.12167907361481,46.12828840909091,-29.199356934090908
2019,2,B,0,2,1,2,17.465033333333338,-108.57796969696983,56.66255555757576,-34.980627999999996
2019,2,B,0,2,2,1,18.14519360902254,-111.50200814536356,55.50536368734336,41.386540557330825
2019,2,B,0,2,2,2,15.99858516292312,-74.82197930899883,46.44860188472003,38.46005556991458
2019,2,B,1,0,1,1,11.721879614767275,-76.47439397561538,36.23247468952075,-28.98538698860353
2019,2,B,1,0,1,2,12.734936507936524,-23.438955026455005,37.704716693121696,-29.19528053968254
2019,2,B,1,0,2,1,13.455179951893513,-73.76869441181452,34.4954251577334,34.03802996405996
2019,2,B,1,0,2,2,13.80853056962357,-8.647110814419193,35.2079369676552,31.949533377264657
2019,2,B,1,1,1,1,11.736265843179396,-74.26039473684204,37.53768280880774,-28.242327120891517
2019,2,B,1,1,1,2,16.807789537223343,-91.39035418392723,49.560879722132796,-33.04240980358326
2019,2,B,1,1,2,1,15.38154094246677,-42.915185890882185,43.218244472209314,39.113446765363875
2019,2,B,1,1,2,2,15.640758049002713,-41.235206169505545,41.55695390051787,36.23347754072087
2019,2,B,1,2,1,1,15.371914142817445,-127.41544789227191,46.799794381217005,-27.30783481744929
2019,2,B,1,2,1,2,15.048271926605508,-180.45999063845693,52.52306053174312,-35.00003431431193
2019,2,B,1,2,2,1,16.10718973851901,-92.67541352549915,44.9857375686113,41.48418111096463
2019,2,B,1,2,2,2,14.980369137529152,-73.39303110955234,43.13055070912976,37.74008048539238
2019,2,B,2,0,1,1,,,,
2019,2,B,2,0,1,2,10.39395970695972,-94.62710317460323,29.265783870573873,-32.1317066072039
2019,2,B,2,0,2,1,15.774672882672888,-96.71573232323226,37.001874394716395,34.291214061383066
2019,2,B,2,0,2,2,13.807332308449134,-6.286717768283779,32.458683979707295,34.08460709396138
2019,2,B,2,1,1,1,9.111297619047605,-31.381339285714148,38.54900562499999,-26.155681847410715
2019,2,B,2,1,1,2,12.372735634028885,-97.26275548421609,36.31057774210808,-30.941644785446762
2019,2,B,2,1,2,1,12.658269928057564,-60.39941846522743,37.64408457841727,29.89713000172662
2019,2,B,2,1,2,2,14.27471737637363,-28.55980236757614,33.87879560096154,35.58285833914835
2019,2,B,2,2,1,1,10.053918060200658,-135.49178929765912,40.70980285953177,-30.99116363712374
