match_season,inning,top_bottom,balls_before,strikes_before,pitcher_hand,batter_hand,tm_rel_speed_std,tm_spin_rate_std,tm_ivb_std,tm_hb_std,tm_extension_std
2019,1,B,0,0,1,1,9.265557695134412,186.04063039597216,23.38332813664364,18.795349838342133,0.1755765613450373
2019,1,B,0,0,1,2,9.634019736903184,277.6180383038548,22.686435806443004,18.23244948423791,0.17806342637086472
2019,1,B,0,0,2,1,9.779208876686242,298.77997983830466,22.55068846852511,19.01395191635182,0.13629682412688013
2019,1,B,0,0,2,2,9.823463143970898,266.98837995119374,24.087950100799958,21.090995551585262,0.13754847777509313
2019,1,B,0,1,1,1,11.068914428648556,203.32688976955174,28.89246623494597,22.097598690237763,0.18876607184247945
2019,1,B,0,1,1,2,9.559375863902975,308.3704779487854,22.91924351014962,18.962413146389892,0.16864154708241144
2019,1,B,0,1,2,1,10.58571608685467,390.82276549770836,25.969588250810254,22.183971968625006,0.14353847584380386
2019,1,B,0,1,2,2,10.62789405209422,313.04490318292244,26.314345759741894,23.614487841505447,0.1382731182253752
2019,1,B,0,2,1,1,9.341719433047716,256.9404532542166,27.312753875041086,20.238257453783298,0.15443457632971616
2019,1,B,0,2,1,2,8.72224384126965,320.7251545612413,23.275377196887348,19.24218010371072,0.15534461739008976
2019,1,B,0,2,2,1,10.15149825904512,461.78157957445444,25.61713292404119,23.258641362876688,0.1454529630805575
2019,1,B,0,2,2,2,8.996721276962772,390.79646727796114,24.68605484013661,21.890372315279095,0.13994893121257046
2019,1,B,1,0,1,1,8.267285243323553,184.87566743962182,21.335050072621097,18.441826527672717,0.1798885476827906
2019,1,B,1,0,1,2,8.010362092365833,277.8945850844125,17.5067518611224,17.38386226868296,0.1933355525170376
2019,1,B,1,0,2,1,9.343155168587986,325.08416742760335,20.801958313035104,18.6508246712686,0.13347265828575017
2019,1,B,1,0,2,2,9.205336022648863,298.2199388480009,22.285509423327237,20.361931878133817,0.14409402837554258
2019,1,B,1,1,1,1,9.3565114763962,199.72141937262145,25.06452682183286,19.014689338146468,0.19570354272015614
2019,1,B,1,1,1,2,8.848455838098992,326.0259998240623,21.24893442362192,19.5191973508316,0.19336704197729515
2019,1,B,1,1,2,1,10.451359302390516,380.3658585762839,25.500393791917986,22.848738705809478,0.14138188137493102
2019,1,B,1,1,2,2,10.105166677426629,304.21897312465717,25.945883751967276,23.568236939097652,0.14483458450122216
2019,1,B,1,2,1,1,8.54340749349079,248.16388724838612,26.577337828224675,19.60506175635041,0.15836090770100644
2019,1,B,1,2,1,2,9.3785896163066,370.236056672102,24.57469296154202,23.324448560608506,0.21342248481337103
2019,1,B,1,2,2,1,9.693572535512002,434.7123697574805,26.78338872674966,22.93106160189144,0.14924606967331366
2019,1,B,1,2,2,2,10.090526812915975,393.6751540627897,26.772451209732306,23.631806808845422,0.1415251035984676
2019,1,B,2,0,1,1,8.364453821804686,154.3257987213002,20.234319517190613,15.911364587620817,0.1851643059724255
2019,1,B,2,0,1,2,7.9230892792823635,242.04785066682672,17.09440390990022,15.925611727156618,0.18504935350164012
2019,1,B,2,0,2,1,7.974898992047625,262.01953846371146,18.828675032669057,16.329068959131025,0.1317619186727958
2019,1,B,2,0,2,2,8.609525108706732,258.1355232856777,20.55515905800207,20.162720016152473,0.13748292619295172
2019,1,B,2,1,1,1,7.96286036208336,168.68145094522336,20.88824518156017,17.733699301049388,0.1952911962091627
2019,1,B,2,1,1,2,8.063866531773849,311.3749724667509,17.5002158722381,17.781809891932014,0.18984724514695728
2019,1,B,2,1,2,1,9.243869392565705,325.7973005129981,20.539161212163272,18.974669751240487,0.1391429670743701
2019,1,B,2,1,2,2,8.88226075177363,322.4404853952058,20.93780308227265,21.022054923047687,0.13627329566894356
2019,1,B,2,2,1,1,9.155223729772104,194.1942612552877,24.204362970584878,20.114858441865746,0.19076734564677686
2019,1,B,2,2,1,2,9.722653132047506,335.2491096292807,25.526680257082532,21.391172965605477,0.20243124855458758
2019,1,B,2,2,2,1,9.67022041030145,394.40286868451807,25.132137647116835,21.453496096317277,0.12864985433787954
2019,1,B,2,2,2,2,9.664501604838243,388.1541786077692,25.249095698879746,23.543831017715718,0.13802068591151254
2019,1,B,3,0,1,1,7.5076009658148966,140.7031238326891,14.275409745002294,17.642917967736874,0.23042407819335078
2019,1,B,3,0,1,2,6.974575204828234,198.03829829039677,14.417121458487651,13.005411933898758,0.1928004433342363
2019,1,B,3,0,2,1,5.972607459815814,214.5681195387513,13.507718398314038,11.59502920662423,0.14044960909809798
2019,1,B,3,0,2,2,6.162452504117274,200.70475722437217,18.289774513289714,14.274678244831916,0.1333749627448101
2019,1,B,3,1,1,1,8.046579855046271,152.8337170709964,21.536680149471582,18.935410294554696,0.23573428697659496
2019,1,B,3,1,1,2,6.732122161400937,258.23127095188994,16.610938973465167,14.343278191876284,0.179430438765179
2019,1,B,3,1,2,1,7.3280553785039535,260.5129742129297,15.028396074325384,14.232030783979944,0.14039645048253038
2019,1,B,3,1,2,2,8.050547447330167,242.2006487933979,21.861241837690237,17.92626249115688,0.15889411570432782
2019,1,B,3,2,1,1,8.796801279212282,217.74180408101088,25.910056249959197,17.439247078010883,0.2049226552647422
2019,1,B,3,2,1,2,8.742024918539778,306.33756067681406,21.87133978627223,17.944586169520807,0.19103747962103682
2019,1,B,3,2,2,1,9.24121933140221,313.82779794813,19.815693526218322,17.560086559673422,0.12220099515347836
2019,1,B,3,2,2,2,9.761766969619782,364.00349194188993,21.964682125795605,21.01727116828767,0.138886056335115
2019,1,T,0,0,1,1,8.552144605889323,186.50806197409514,21.731344171738435,18.696349237117154,0.18572596052143703
2019,1,T,0,0,1,2,8.438320213103772,307.7802931460967,18.899154498459517,17.5756795696556,0.178852378171592
2019,1,T,0,0,2,1,8.994878687462323,312.0693326028309,22.447573180411144,18.85591625714775,0.14399392805207575
2019,1,T,0,0,2,2,9.96774182230989,264.3063008284183,24.710077370184163,21.60817821227361,0.14889604132460363
2019,1,T,0,1,1,1,11.030203836172614,206.36295540610163,27.626525276980242,21.10830937637923,0.18999099850580056
2019,1,T,0,1,1,2,9.41541300341568,314.0591817620071,22.880518175187536,20.77707727836882,0.20325486512294283
2019,1,T,0,1,2,1,10.365818718508132,391.39961298670084,26.871194895596755,22.490008532255477,0.15369069414463746
2019,1,T,0,1,2,2,10.620342728675999,355.78028275675797,26.740422642355437,24.928103703285434,0.1572937832441133
2019,1,T,0,2,1,1,10.239736557258071,301.26039759280235,30.89821211335137,22.512658166282332,0.2162455251458813
2019,1,T,0,2,1,2,9.96721367785401,369.8929302325818,27.69703665949156,24.248279070350073,0.22915994987941068
2019,1,T,0,2,2,1,9.246941564442054,460.15230130109603,26.025611671053714,21.360459674137132,0.15272930800065312
2019,1,T,0,2,2,2,9.683914544845981,434.33705383899155,26.504650268676127,23.12545194647665,0.1332190527965475
2019,1,T,1,0,1,1,7.966253605669225,183.20688039466535,21.044367839456648,19.590561510727145,0.17504565315186674
2019,1,T,1,0,1,2,8.630315470928382,285.6707800065893,18.169907122069997,18.10125982404659,0.17058310675545907
2019,1,T,1,0,2,1,8.585535657822364,325.1295534512403,21.97517225640406,18.258519522773348,0.13579981038798528
2019,1,T,1,0,2,2,9.042905424904554,284.7471272374715,22.87777951365303,20.735637544357285,0.14272441271507905
2019,1,T,1,1,1,1,10.242746094733105,193.3403483227311,26.598924261476213,20.17692651645198,0.17517616994097826
2019,1,T,1,1,1,2,10.699848405110055,383.91707596925454,25.423089067670684,22.075477888163757,0.20397001368216172
2019,1,T,1,1,2,1,10.66551978077545,378.49680408499347,25.668912141493834,23.252741276196883,0.15309712350432875
2019,1,T,1,1,2,2,10.162599301855876,347.9230157284689,25.329524001868197,23.455134195058328,0.15313000389199985
2019,1,T,1,2,1,1,11.109645595758424,282.49856609396954,28.084834939307726,18.941612399116917,0.2053743431368102
2019,1,T,1,2,1,2,10.097732720684975,376.06520274604935,23.651865508566633,23.028830295197128,0.18473232349060076
2019,1,T,1,2,2,1,9.726754423559901,451.41489152443177,25.03410343379285,23.169082034757302,0.15478150949415936
2019,1,T,1,2,2,2,9.69881290813142,378.60272226491423,25.662292089477184,24.222875199072785,0.15591905270521575
2019,1,T,2,0,1,1,6.786458545975604,212.9297270549521,16.57601150400472,17.07766203933996,0.1720119415563809
2019,1,T,2,0,1,2,8.006067389107024,254.3533995694024,12.920905301619543,16.985179437761126,0.14663507774176004
2019,1,T,2,0,2,1,7.192913760953335,264.3257783079757,19.67696012917037,15.962716588866284,0.13537286191205888
2019,1,T,2,0,2,2,8.305296846989288,293.04959478465423,18.90138371906614,19.315224767453827,0.14009372696976058
